DATE,MaxHourlyDryBulbTemperature,tmax_avg,tmax_clim,tmax_clim_smoothed,t85_clim,t85_clim_smoothed,t90_clim,t90_clim_smoothed,dz_x_250_21d,dz_x_250_24d,dz_x_250_28d,dz_y_250_21d,dz_y_250_24d,dz_y_250_28d,z_aus_250_21d,z_aus_250_24d,z_aus_250_28d,avg_dz_x_250_21d,avg_dz_x_250_24d,avg_dz_x_250_28d,avg_dz_y_250_21d,avg_dz_y_250_24d,avg_dz_y_250_28d,dz_x_500_21d,dz_x_500_24d,dz_x_500_28d,dz_y_500_21d,dz_y_500_24d,dz_y_500_28d,z_aus_500_21d,z_aus_500_24d,z_aus_500_28d,avg_dz_x_500_21d,avg_dz_x_500_24d,avg_dz_x_500_28d,avg_dz_y_500_21d,avg_dz_y_500_24d,avg_dz_y_500_28d,dz_x_850_21d,dz_x_850_24d,dz_x_850_28d,dz_y_850_21d,dz_y_850_24d,dz_y_850_28d,z_aus_850_21d,z_aus_850_24d,z_aus_850_28d,avg_dz_x_850_21d,avg_dz_x_850_24d,avg_dz_x_850_28d,avg_dz_y_850_21d,avg_dz_y_850_24d,avg_dz_y_850_28d,DailyPrecipitation_21d,DailyPrecipitation_24d,DailyPrecipitation_28d,DailyAverageWindSpeed_21d,DailyAverageWindSpeed_24d,DailyAverageWindSpeed_28d,RelativeHumidity_21d,RelativeHumidity_24d,RelativeHumidity_28d,MaxHourlyDryBulbTemperature_21d,MaxHourlyDryBulbTemperature_24d,MaxHourlyDryBulbTemperature_28d,MinHourlyDryBulbTemperature_21d,MinHourlyDryBulbTemperature_24d,MinHourlyDryBulbTemperature_28d,NAO_21d,NAO_24d,NAO_28d,SOI_34d,Arkansas-White-Red Region_34d,California Region_34d,Great Basin Region_34d,Great Lakes Region_34d,Lower Colorado Region_34d,Lower Mississippi Region_34d,Mid Atlantic Region_34d,Missouri Region_34d,New England Region_34d,Ohio Region_34d,Pacific Northwest Region_34d,Rio Grande Region_34d,Souris-Red-Rainy Region_34d,South Atlantic-Gulf Region_34d,Tennessee Region_34d,Texas-Gulf Region_34d,Upper Colorado Region_34d,Upper Mississippi Region_34d,anom_34d,phase_21d,phase_24d,phase_28d,amplitude_21d,amplitude_24d,amplitude_28d
6/11/2013,33.9,34.43333333,34.18214286,34.00169123,36.86688149,36.6124421,37.49919445,37.22732937,1.162538995,1.753568614,1.912983943,4.549068333,4.74954225,5.566158114,10600.03567,10602.027,10506.39057,0.577112895,0.522974275,-0.591730027,3.896946933,4.399815275,3.724104757,1.262309132,0.321270688,0.664617842,2.5611929,1.946188085,2.470725443,5729.9849,5727.23575,5695.038214,0.086963086,0.28156035,-0.284653604,1.8237013,2.32119515,2.079004857,1.825142844,1.247668949,0.288620755,0.955997573,1.3654933,-0.202949571,1460.556667,1480.46605,1509.520086,-0.509805085,-0.026014878,0.003633119,-0.003390534,0.67418615,0.558668064,0,0.2,3.928571429,6,5.825,3.728571429,72.34792257,73.87987163,72.45005668,32.93333333,32.925,28.08571429,22.03333333,21.95,14.51428571,-48.67,13.2925,128.6457143,19.27357143,-66.727476,-99.50737143,-44.79570314,14.73303529,-42.82144457,51.49254979,-15.76290029,-46.03985293,-48.93917421,2.84533745,-18.39915593,-65.47701021,-17.45773232,33.44507214,65.44593679,-79.13625929,-38.05195236,34.65357836,-0.470228227,8,5.25,4.142857143,0.531594387,0,0.366443459
6/12/2013,34.4,34.43333333,34.54285714,34.10449735,37.22157386,36.72105072,37.85246853,37.3373046,1.600660034,0.886544429,2.788606331,4.860083667,4.42072775,5.750037257,10589.73033,10602.43725,10525.69814,0.387258404,0.484718027,-0.448933417,3.690219733,4.206663625,3.946051714,0.605127574,-0.112241405,1.016447008,2.972445133,1.677796785,2.539780486,5718.9399,5732.16625,5700.172071,0.00111293,0.248679514,-0.237095783,1.713543933,2.1282146,2.214857886,1.125125193,1.416031056,0.318598273,0.643108607,1.42942945,-0.023286003,1459.4207,1470.7726,1511.868657,-0.509443522,-0.077764672,-0.037768603,-0.064982193,0.4561708,0.661647284,0,0,4.042857143,4.666666667,5.85,3.842857143,70.82528844,71.76314312,72.98425284,32.56666667,33.75,28.24285714,18.86666667,22.5,15.07142857,-49.85,-7.18,122.3528571,20.09142857,-66.45509107,-99.48096357,-44.58928429,14.54172086,-42.71820529,52.06378329,-15.8466885,-45.54019864,-47.64136193,1.747515521,-18.88654821,-65.5233845,-15.13789332,33.03828014,64.91512036,-79.06591357,-37.73657879,35.04478979,-0.448981398,8,6,4.428571429,0.598183793,0,0.232943467
6/13/2013,35,34.43333333,34.64642857,34.17618103,37.25416893,36.82943937,37.86834716,37.45433806,1.24712672,0.697848734,2.970795278,4.481619067,4.056783575,5.802230071,10588.80167,10614.02625,10532.392,-0.056020266,0.591552081,-0.273552609,3.424864067,4.05849715,4.085764871,0.223398352,0.248883115,0.811019675,2.7035855,1.60683471,2.428971229,5721.794867,5740.65955,5699.457357,-0.125634059,0.254437538,-0.16901205,1.594334867,1.98113885,2.299934357,0.922873773,1.504685499,0.262128995,0.404694707,1.17087455,0.196525826,1470.015433,1470.7095,1508.9385,-0.395300369,-0.176825916,-0.051867338,-0.053112729,0.26095083,0.731300103,0,0,4,4,5.9,4.128571429,70.49955054,71.8388312,71.34053614,32.2,33.6,29.42857143,19.46666667,22.5,15.52857143,-32.65,-22.8325,110.1171429,20.72928571,-66.54433671,-99.44380743,-44.446109,14.81485786,-42.61576593,52.78791579,-16.32517486,-45.18517364,-46.46549321,0.769894835,-19.09361829,-65.58894521,-12.76885961,32.85788443,64.42292107,-79.06328743,-37.544485,35.40947407,-0.417869816,8,6.75,4.714285714,0.60700218,0,0.05386769
6/14/2013,33.9,33.9,34.34285714,34.14148715,37.29196183,36.88511478,37.98653861,37.53129735,0.336181985,1.124040735,2.203928537,3.8183694,4.239458175,5.361401986,10609.675,10610.521,10547.16957,-0.224088178,0.632464423,-0.054698266,3.169656433,3.968388575,4.137249329,-0.274367878,1.016679391,0.574917672,1.718078933,2.16750551,2.072052957,5734.242533,5736.3008,5707.406271,-0.111414089,0.205640371,-0.035681669,1.515787633,1.905536225,2.324315129,0.769422963,1.714528126,0.276072027,0.1812695,0.91407608,0.407505066,1491.665233,1467.141725,1507.362814,-0.158981098,-0.349306089,-0.001363996,-0.005115822,0.13225649,0.785365053,26.5,0,0.114285714,3.1,6,4.371428571,76.11040661,71.59969451,70.11556293,30.9,33.175,30.07142857,19.3,21.95,16.57142857,6.743333333,-41.17,89.82285714,20.38571429,-66.760916,-99.36559029,-44.31679071,15.055172,-42.56229771,52.58490443,-16.25919986,-44.81140743,-44.39357743,-0.242526636,-19.12095707,-65.30223936,-10.41665125,32.68043729,63.91884393,-78.99987457,-37.40371993,35.25937036,-0.398508021,8,7.5,4.857142857,0.71740363,0,0
6/15/2013,32.8,34.1,34.35357143,34.19046674,37.19224254,36.96598523,37.86080986,37.61967877,-0.043378321,1.503058812,1.990135385,2.834736467,4.58091925,4.746330314,10641.56133,10592.68775,10569.63843,0.113278675,0.404306825,0.25614366,3.127322833,3.76930215,4.211051043,0.242918596,0.630341223,0.46709156,0.815947,2.6705635,1.833170663,5746.803533,5724.113175,5719.2602,0.156599686,0.010599073,0.143904494,1.568477233,1.76241505,2.351320871,1.402204217,1.408304293,0.57538244,-0.14895014,0.89826768,0.689546766,1514.246867,1461.729275,1505.642643,0.13300469,-0.503174599,0.032478484,0.090945117,-0.010515169,0.834806186,31.56666667,0,0.114285714,3.233333333,5.05,4.585714286,84.08968536,71.04498364,70.3162554,28.86666667,32.75,31.02857143,21.86666667,19.85,17.37142857,44.27666667,-48.11,60.85285714,18.02142857,-66.99793993,-99.26376029,-44.17026,15.10188514,-42.49681843,51.83844014,-16.43939814,-44.30808807,-41.75155757,-1.804021565,-19.02021157,-65.13327343,-8.023558538,32.39431379,63.26197893,-79.11503321,-37.23917786,35.32543436,-0.392252739,8,8,5.142857143,0.774842163,0,0
6/16/2013,35.6,35.03333333,34.38571429,34.21368103,37.3954304,36.98975043,38.10428246,37.64357373,0.171344367,0.997159147,1.794003406,2.388822867,4.55281545,4.401858057,10654.69067,10593.78675,10587.08271,0.594633782,0.130261951,0.471028496,3.336054733,3.531528725,4.311838557,0.313408367,0.313137253,0.539130557,0.45902872,2.603817,1.789007549,5749.894533,5724.443325,5727.371771,0.456172318,-0.075287733,0.214574502,1.725768167,1.632967025,2.335284786,1.53179695,1.116313972,1.038755858,-0.13302466,0.57050713,1.032413114,1525.395733,1467.481975,1497.028943,0.342028353,-0.431832293,-0.068110268,0.248950937,-0.076280142,0.757071286,33.7,0,0.114285714,3.366666667,4.525,5.085714286,87.40482685,71.28170175,71.32381426,28.33333333,32.475,31.9,21.1,20.15,18.88571429,63.25,-34.275,28.51571429,16.63357143,-67.25079957,-99.087611,-44.01825664,15.09440421,-42.43394843,51.10777107,-16.791836,-43.52194786,-38.68450171,-3.388259565,-18.8217515,-64.80201936,-5.759215538,32.00968886,62.60262207,-78.76779636,-37.11261214,35.85282036,-0.393841919,5.666666667,8,5.571428571,0.906935027,0,0
6/17/2013,36.7,35.76666667,34.36296296,34.29429327,36.92945031,37.04069657,37.53391258,37.68753287,0.101939054,0.759662841,1.508636025,1.914805467,4.14812065,4.440400429,10658.198,10604.7075,10600.91386,0.790575314,-0.021371635,0.550971643,3.666723033,3.3354345,4.318567229,-0.210384855,0.418871909,0.575847207,0.335372007,2.19209635,1.954819963,5748.5247,5730.16515,5731.3401,0.58342025,-0.047040438,0.212934158,1.887794233,1.590143725,2.242472143,1.707479149,0.957305315,1.338298655,0.37050174,0.17002798,1.226329331,1520.338833,1482.032275,1484.906714,0.413859879,-0.245140664,-0.180183121,0.380525537,-0.008155647,0.572578474,7.2,19.875,0.114285714,4.133333333,3.75,5.7,84.11396567,75.01069073,73.15043222,29.63333333,31.225,32.52857143,21.23333333,19.75,20.71428571,65.78333333,-10.935,5.071428571,16.45285714,-67.54755029,-98.85592207,-43.82071364,15.06698536,-42.33799579,50.38470371,-17.10264157,-42.36929457,-35.56914219,-4.834067586,-18.46068729,-64.47321343,-3.548291538,31.59646571,61.93612207,-78.42229636,-36.99284164,37.08887143,-0.39247252,3.333333333,8,6,0.995826663,0.055988057,0
6/18/2013,35,35.93333333,34.525,34.3106198,36.83083819,37.10515683,37.37391205,37.76332964,-0.433783207,0.598620826,1.500270206,2.383202167,3.29517035,4.663624857,10652.74633,10623.832,10601.17357,0.626538219,0.05643116,0.546176541,3.983480233,3.192084075,4.184300271,-0.367631268,-0.13420168,0.724572878,0.615473207,1.361629075,2.209761577,5747.740233,5736.72715,5728.413957,0.503878902,0.062826523,0.198161522,2.059472333,1.570997,2.1079835,1.618011362,1.091100323,1.495157761,0.75927096,0.069556895,1.189995131,1500.9673,1501.996925,1471.933457,0.323480944,-0.021067267,-0.233353539,0.540278423,0.060236568,0.383796143,2.133333333,23.675,0.114285714,5.4,2.975,5.9,78.33452799,79.85130573,73.22332203,31.66666667,29.7,32.92857143,21.9,19.725,21.98571429,63.22,21.6,-13.26285714,15.57857143,-67.85555243,-98.44186071,-43.54734221,15.2285465,-42.21043957,49.65045814,-17.39346904,-40.65556036,-32.4925321,-6.06526705,-17.86033114,-64.15607257,-1.468565038,31.11706571,61.24798893,-78.13473379,-36.83532107,38.78721043,-0.390287397,1,8,6.428571429,1.0961702,0.137011095,0
6/19/2013,36.1,35.93333333,34.22142857,34.35092593,37.12035839,37.16933283,37.80311792,37.8331275,0.670195055,-0.074827603,1.192593974,3.0295895,2.69936985,4.609023143,10640.90833,10642.507,10596.99143,0.594804226,0.285793485,0.442949617,4.205056433,3.265904975,3.985330529,0.13664171,0.094347848,0.195202443,0.94803482,0.71875469,2.232646077,5736.988933,5747.6593,5726.497814,0.478710272,0.266006808,0.142579549,2.209832533,1.6421352,1.9504986,1.995402752,1.421317789,1.291357115,0.972391447,-0.01159282,1.092434803,1477.828233,1516.96325,1465.9075,0.197242275,0.206771613,-0.262769894,0.6697637,0.159169705,0.232819517,0,25.275,0,6.4,3.55,5.342857143,76.20511492,83.71635556,71.3612054,31.66666667,29.3,33.24285714,22.43333333,21.825,20.94285714,57.03666667,50.55,-25.46714286,13.73357143,-68.16257179,-97.98647929,-42.95624136,15.97247514,-42.05671643,48.8978595,-17.28213825,-38.64059364,-29.2728581,-7.179406915,-17.04104664,-63.93374679,0.571561726,30.59210993,60.57527507,-77.98110164,-36.51668757,40.73352129,-0.390874887,1,6.25,6.857142857,1.141735967,0.225045672,0
6/20/2013,36.7,36.5,33.33571429,34.3720994,37.00343114,37.21540607,37.86725634,37.88506517,1.13217417,-0.099227909,0.933253585,4.402928633,2.22301045,4.238855929,10618.17133,10656.75475,10603.21571,0.704397489,0.61357505,0.314021075,4.215234033,3.516828725,3.786940114,0.780809773,0.093534504,0.237961074,1.852040333,0.41593623,2.076870763,5723.191767,5750.212525,5732.574686,0.459318183,0.484750293,0.091549711,2.2168062,1.81023825,1.815365714,2.102221867,1.545759347,1.255337617,1.015952347,0.144383255,0.84251176,1461.101233,1519.774825,1470.412043,0.04137755,0.361729522,-0.270457825,0.65182326,0.317073053,0.126352162,0,25.275,0,6.733333333,3.85,5.085714286,74.89420442,85.22150208,71.26485378,31.66666667,29.3,33,23.43333333,21.075,21.2,60.69333333,62.89,-27.04,11.25142857,-68.14402321,-97.481484,-42.29960679,16.84992914,-41.87049407,48.22994036,-17.05748268,-35.83216421,-25.9544342,-8.362976143,-16.02577326,-63.6911775,3.037939012,30.072948,59.92435779,-78.32687636,-36.16575557,43.17194757,-0.410270487,1,4.5,7.285714286,1.104308833,0.34760642,0
